Niche,Macro_Category,Warehouse_Source,Country,Buyer_ID,Buyer_Name,Tender_Count,First_Date,Last_Date,Active_Years,Active_Span_Days
Signage / wayfinding / vinyl,PRINT_BROKERAGE,Quebec,Canada - Quebec,buy_12b43f8a554fbc6b3c88,Ville de Montréal - Service de la Gestion et de la Planification des Immeubles,5,2025-03-26,2026-06-04,2,435
Brochure / flyer / poster printing,PRINT_BROKERAGE,Quebec,Canada - Quebec,buy_43a77e2ca91c526c9f94,CÉGEP de Jonquière.,5,2023-08-10,2026-06-04,3,1029
Copywriting / editorial content,CONTENT_DESIGN,Quebec,Canada - Quebec,buy_ff052ddf8b7a64e38130,Société de télédiffusion du Québec.,5,2023-09-14,2026-06-04,3,994
Document digitization / scanning,DATA_ADMIN,Germany,Germany,buy_fd242cc69e7eb3131544,Stadtwerke Bonn GmbH,5,2024-01-08,2026-06-03,2,877
Brochure / flyer / poster printing,PRINT_BROKERAGE,Belgium,BE,buy_15cf683005d6dac10dbb2f98,Wallonie Bruxelles Enseignement (WBE),5,2024-07-11,2026-06-03,2,692
Transcription / minutes,VIDEO_AUDIO,Quebec,Canada - Quebec,buy_6f1fe3c3487f9aa7f6aa,Société québécoise d'information juridique SOQUIJ,5,2023-09-08,2026-06-01,3,997
Transcription / minutes,VIDEO_AUDIO,United Kingdom,United Kingdom,buy_87d8454b3c9d95dee4b4,Cardiff University,5,2024-02-07,2026-05-29,3,842
Document digitization / scanning,DATA_ADMIN,United Kingdom,United Kingdom,buy_975a1497993999921bd3,Mid South Essex NHS Foundation Trust,5,2026-01-15,2026-05-28,1,133
Website design / redesign,WEB_DIGITAL,United Kingdom,United Kingdom,buy_36ddbe05d7dfc70cb4b9,BIRMINGHAM CHILDREN'S TRUST COMMUNITY INTEREST COMPANY,5,2025-07-08,2026-05-27,2,323
Document digitization / scanning,DATA_ADMIN,Germany,Germany,buy_892ae894d6e43f39891e,Flughafen München GmbH,5,2026-04-14,2026-05-26,1,42
Video production,VIDEO_AUDIO,Quebec,Canada - Quebec,buy_dbe26133b9d35630f868,Université de Montréal,5,2024-02-05,2026-05-22,3,837
Online forms / lightweight portals,WEB_DIGITAL,TED,LUX,buy_eeed8814d806fe8dfbe5,"European Commission, Publications Office",5,2024-05-27,2026-05-16,3,719
Online forms / lightweight portals,WEB_DIGITAL,TenderNed,Netherlands,buy_3bd56ed408a69b8a2926,GÉANT Vereniging,5,2023-09-27,2026-05-15,3,961
Website design / redesign,WEB_DIGITAL,Quebec,Canada - Quebec,buy_e3bbdfed47f88be042e7,CIUSSS du Centre-Sud-de-l'Île-de-Montréal,5,2024-06-20,2026-05-14,3,693
Transcription / minutes,VIDEO_AUDIO,United Kingdom,United Kingdom,buy_14682549ff2d73d44e6e,"CENTRE FOR ENVIRONMENT, FISHERIES AND AQUACULTURE SCIENCE",5,2024-06-27,2026-05-14,3,686
Brochure / flyer / poster printing,PRINT_BROKERAGE,France,France,buy_20c5afb62436af9fce07,Département de la Loire,5,2024-03-13,2026-05-14,3,792
Transcription / minutes,VIDEO_AUDIO,Quebec,Canada - Quebec,buy_b019c77528b8fdf43a3f,Revenu Québec,5,2024-01-30,2026-05-12,3,833
Document digitization / scanning,DATA_ADMIN,TED,NOR,buy_40e5a92eb2ef8ee191bf,Folkhelseinsituttet,5,2024-01-24,2026-05-12,3,839
Website design / redesign,WEB_DIGITAL,United Kingdom,United Kingdom,buy_2435ba89dd502b012f78,Derbyshire County Council,5,2023-10-25,2026-05-12,4,930
Document digitization / scanning,DATA_ADMIN,Germany,Germany,buy_909310c13d31c1225240,"Ministerium des Inneren, für Digitalisierung und Kommunen Baden-Württemberg",5,2025-01-15,2026-05-10,2,480
Social media content production,CONTENT_DESIGN,TED,SVN,buy_e485d016ee83f57656f8,MINISTRSTVO ZA KOHEZIJO IN REGIONALNI RAZVOJ,5,2024-03-01,2026-05-08,3,798
Transcription / minutes,VIDEO_AUDIO,United Kingdom,United Kingdom,buy_f315146376f9c079665f,MONEY AND PENSIONS SERVICE,5,2023-08-31,2026-05-08,3,981
Transcription / minutes,VIDEO_AUDIO,United Kingdom,United Kingdom,buy_fab93f9d2f9601e18ca8,Swindon Borough Council,5,2023-12-27,2026-05-07,4,862
Website design / redesign,WEB_DIGITAL,United Kingdom,United Kingdom,buy_57b9ca602da3258ee8aa,Lancashire County Council,5,2023-10-05,2026-05-07,3,945
Brochure / flyer / poster printing,PRINT_BROKERAGE,TenderNed,Netherlands,buy_44b3eb7288dd25454550,Tilburg University,5,2024-10-24,2026-05-07,3,560
Brochure / flyer / poster printing,PRINT_BROKERAGE,France,France,buy_32dbfd5f1cd0ece23a54,Région Réunion,5,2024-10-12,2026-05-07,3,572
Brochure / flyer / poster printing,PRINT_BROKERAGE,France,France,buy_272d07f81333ea689121,Régie Ligne d'Azur (06),5,2024-03-22,2026-05-06,3,775
Website design / redesign,WEB_DIGITAL,Belgium,BE,buy_e72a64ca678e03d7cfbfe4c2,De Vlaamse Radio en Televisieomroep,5,2023-11-18,2026-05-04,4,898
Small IT equipment supply,PROCUREMENT_BROKERAGE,TED,UKR,buy_c57187f5b12a3c4f2b58,European Union Advisory Mission for Civilian Security Sector Reform Ukraine (EUAM Ukraine),5,2024-08-22,2026-04-29,3,615
E-learning / training content,TRAINING,TED,POL,buy_e4d061caa68fce2f60e7,Jednostka Wojskowa Nr 6021,5,2024-01-30,2026-04-27,2,818
Brochure / flyer / poster printing,PRINT_BROKERAGE,Germany,Germany,buy_7bddbc222bc093f61f8f,BG BAU - Berufsgenossenschaft der Bauwirtschaft,5,2025-03-29,2026-04-26,2,393
Simple API / software integration,AUTOMATION_SOFTWARE,TED,LUX,buy_eeed8814d806fe8dfbe5,CREOS Luxembourg SA,5,2024-03-25,2026-04-25,3,761
Brochure / flyer / poster printing,PRINT_BROKERAGE,France,France,buy_aa4fdc53dfa10c2fa848,Mairie de Tarbes,5,2024-03-10,2026-04-24,3,775
Brand identity / visual identity,CONTENT_DESIGN,Belgium,BE,buy_c965c07260d7cbee78129047,Brugge,5,2024-09-23,2026-04-24,3,578
Transcription / minutes,VIDEO_AUDIO,TenderNed,Netherlands,buy_0ca53f9e9f7605e4be35,Universiteit Utrecht,5,2023-11-16,2026-04-23,3,889
Document digitization / scanning,DATA_ADMIN,United Kingdom,United Kingdom,buy_e4c1145fe7432ba6ff13,Met Office,5,2025-04-15,2026-04-22,2,372
Signage / wayfinding / vinyl,PRINT_BROKERAGE,Quebec,Canada - Quebec,buy_7f6e0e691fee05f54c31,Ville de Mirabel,5,2024-04-10,2026-04-22,3,742
Brochure / flyer / poster printing,PRINT_BROKERAGE,TED,ROU,buy_a3d097a66a045f0f6e8d,Compania Judeteana Apa Serv S.A. Neamt,5,2024-05-30,2026-04-22,3,692
Brochure / flyer / poster printing,PRINT_BROKERAGE,Quebec,Canada - Quebec,buy_f88ac596f1f76787b214,Le Collège Montmorency,5,2024-02-21,2026-04-20,3,789
Brochure / flyer / poster printing,PRINT_BROKERAGE,Quebec,Canada - Quebec,buy_8b047c9f347dd0653132,CHU Ste-Justine,5,2024-02-14,2026-04-17,2,793
Brochure / flyer / poster printing,PRINT_BROKERAGE,France,France,buy_29e073cfd9b4c3dfbc03,Mairie de Perpignan,5,2024-01-02,2026-04-17,3,836
Presentation / template design,CONTENT_DESIGN,TED,NOR,buy_581df20f038735ed5497,Sandefjord Kommune,5,2023-12-14,2026-04-17,4,855
Brochure / flyer / poster printing,PRINT_BROKERAGE,TED,ITA,buy_33ce3225cb545328d637,Soprintendenza Speciale di Roma Archeologica Belle Arti e Paesaggio (SSABAP),5,2024-02-23,2026-04-17,3,784
Document digitization / scanning,DATA_ADMIN,TenderNed,Netherlands,buy_b2c27aec7c98d689454d,Waterschap Noorderzijlvest,5,2023-12-22,2026-04-16,4,846
Transcription / minutes,VIDEO_AUDIO,Canada federal,Canada,buy_4e5eb156769d319dbfef,Department of Natural Resources (NRCan),5,2025-09-12,2026-04-16,2,216
Transcription / minutes,VIDEO_AUDIO,TenderNed,Netherlands,buy_9ce29ee6feddc0bfa6ef,Hecht,5,2023-10-04,2026-04-16,3,925
Transcription / minutes,VIDEO_AUDIO,TenderNed,Netherlands,buy_e9de962c32286cd6b9bc,Gemeente Bernheze,5,2024-11-01,2026-04-16,3,531
Brochure / flyer / poster printing,PRINT_BROKERAGE,France,France,buy_3bc7cc96a82f3ae8eb1e,Chambre d'agriculture de la Marne,5,2024-04-30,2026-04-15,3,715
Brochure / flyer / poster printing,PRINT_BROKERAGE,France,France,buy_5abfa010dbe14bb91769,Centrale d'achat Dijon Métropole,5,2024-01-26,2026-04-14,3,809
Document digitization / scanning,DATA_ADMIN,Quebec,Canada - Quebec,buy_b019c77528b8fdf43a3f,Revenu Québec,5,2024-03-28,2026-04-14,3,747
Document digitization / scanning,DATA_ADMIN,Germany,Germany,buy_79a07bc6b897953fb6d5,Universitätsklinikum Heidelberg,5,2023-12-21,2026-04-13,4,844
Digital marketing / SEO / campaigns,CONTENT_DESIGN,TED,MKD,buy_5ed803fae1f670fc4749,National VideoLottery of Macedonia,5,2024-04-22,2026-04-08,3,716
Brochure / flyer / poster printing,PRINT_BROKERAGE,Quebec,Canada - Quebec,buy_d7ebbcf215a12c031726,Ville de Montréal - Service du greffe,5,2021-07-20,2026-04-07,2,1722
Brochure / flyer / poster printing,PRINT_BROKERAGE,France,France,buy_485b3c34f842290ad46c,Communauté de communes Retz-en-Valois,5,2024-02-20,2026-04-06,3,776
Transcription / minutes,VIDEO_AUDIO,Quebec,Canada - Quebec,buy_58a14b74d6ae2c25f910,"Ministère de l'Économie, de l'Innovation et de l'Énergie",5,2025-03-31,2026-04-02,2,367
Brochure / flyer / poster printing,PRINT_BROKERAGE,TenderNed,Netherlands,buy_d9b36e1be4307fe2db1c,Rijksuniversiteit Groningen,5,2024-03-13,2026-04-01,2,749
Brochure / flyer / poster printing,PRINT_BROKERAGE,France,France,buy_72a0b154d19cc707a320,Conseil Departemental Du Var,5,2023-08-29,2026-03-31,3,945
Document digitization / scanning,DATA_ADMIN,Germany,Germany,buy_d354aefdc2f822d616d3,Kliniken der Stadt Köln gGmbH,5,2024-04-24,2026-03-27,3,702
Web accessibility remediation,WEB_DIGITAL,TED,NOR,buy_581df20f038735ed5497,Enebakk Kommune,5,2024-09-20,2026-03-25,3,551
Website design / redesign,WEB_DIGITAL,France,France,buy_29de0f14400a681ed9b5,Conseil Départemental Haute-Vienne,5,2023-10-27,2026-03-25,4,880
Brochure / flyer / poster printing,PRINT_BROKERAGE,Germany,Germany,buy_aaca37498a7f98593fd9,Logistik Zentrum Niedersachsen Landesbetrieb - Außenstelle Hannover,5,2024-07-08,2026-03-24,3,624
Copywriting / editorial content,CONTENT_DESIGN,France,France,buy_7da2af22242b6e7ef457,Auray Quiberon Terre Atlantique,5,2025-01-17,2026-03-19,2,426
E-learning / training content,TRAINING,Quebec,Canada - Quebec,buy_dbe26133b9d35630f868,Université de Montréal,5,2024-04-05,2026-03-19,3,713
Brochure / flyer / poster printing,PRINT_BROKERAGE,Belgium,BE,buy_8a67d04911e84e47266a10cc,Office Wallon de la formation professionnelle et de l'emploi,5,2023-08-22,2026-03-19,4,940
Document digitization / scanning,DATA_ADMIN,TenderNed,Netherlands,buy_d9b36e1be4307fe2db1c,Rijksuniversiteit Groningen,5,2023-09-28,2026-03-12,3,896
Transcription / minutes,VIDEO_AUDIO,Quebec,Canada - Quebec,buy_e6ada229116b627c58b4,Ministère de l'Emploi et de la Solidarité sociale,5,2024-10-07,2026-03-11,3,520
Online forms / lightweight portals,WEB_DIGITAL,TenderNed,Netherlands,buy_378f0cf7586342f8d52f,Vitens N.V.,5,2025-04-05,2026-03-11,2,340
Copywriting / editorial content,CONTENT_DESIGN,Belgium,BE,buy_fade723640ee55878148e015,Direction générale des Infrastructures et du Développement Durable,5,2023-12-18,2026-03-09,3,812
Website design / redesign,WEB_DIGITAL,Germany,Germany,buy_e6c7eebba59817830eb4,GESOBAU AG,5,2024-03-14,2026-03-05,3,721
Website design / redesign,WEB_DIGITAL,Belgium,BE,buy_27e436896021a1fefcac3225,SPF Santé Publique Sécurité de la Chaîne Alimentaire et Environnement,5,2023-10-10,2026-03-03,3,875
Signage / wayfinding / vinyl,PRINT_BROKERAGE,France,France,buy_645ca39faeda542f1d24,Metropole Toulon-Provence-Mediterranee,5,2023-12-22,2026-03-02,3,801
Brochure / flyer / poster printing,PRINT_BROKERAGE,France,France,buy_f5759a0cf4c7243f37b0,Ville de Sanary sur Mer (83),5,2024-01-12,2026-03-02,3,780
Brochure / flyer / poster printing,PRINT_BROKERAGE,France,France,buy_dbb8c66a172eb1f5dfb1,VILLE DE NICE,5,2024-09-07,2026-02-28,3,539
Brochure / flyer / poster printing,PRINT_BROKERAGE,Quebec,Canada - Quebec,buy_7135d0c0582956e9687a,Université Concordia,5,2024-06-05,2026-02-27,3,632
Website design / redesign,WEB_DIGITAL,Belgium,BE,buy_3420ea74f95c62a02786c81c,Provincie West-Vlaanderen,5,2024-02-26,2026-02-27,3,732
Translation / localization,LANGUAGE,Belgium,BE,buy_7cae7db950719a7691522643,Westtoer apb,5,2024-05-21,2026-02-27,3,647
Document digitization / scanning,DATA_ADMIN,Germany,Germany,buy_5bbbb2ab0a0fc2b20834,"Universität zu Köln, Abteilung 64 - Einkauf",5,2024-06-14,2026-02-25,3,621
Signage / wayfinding / vinyl,PRINT_BROKERAGE,France,France,buy_02a7a8aefe14c3e69afc,Région des Pays de la Loire,5,2025-01-24,2026-02-25,2,397
Brand identity / visual identity,CONTENT_DESIGN,TED,DNK,buy_ccb634a88b3b7aa188bd,DSB,5,2023-12-12,2026-02-24,4,805
Copywriting / editorial content,CONTENT_DESIGN,Belgium,BE,buy_74a91c3ef46980a70d839691,Les Habitations de l'Eau Noire S.C.R.L.,5,2025-06-25,2026-02-19,2,239
Brochure / flyer / poster printing,PRINT_BROKERAGE,Germany,Germany,buy_c2c4fc6ef55a1bf38408,DAK-Gesundheit,5,2023-11-01,2026-02-19,4,841
Brochure / flyer / poster printing,PRINT_BROKERAGE,Quebec,Canada - Quebec,buy_8ea3e453a403f23fbc63,Ville de Drummondville.,5,2023-11-01,2026-02-17,3,839
Document digitization / scanning,DATA_ADMIN,TenderNed,Netherlands,buy_865273a42908d9588dea,Technische Universiteit Eindhoven,5,2023-12-07,2026-02-13,4,799
Document digitization / scanning,DATA_ADMIN,Germany,Germany,buy_93730d7ea5f1444c7571,Institut zur Qualitätsentwicklung im Bildungswesen - Wissenschaftliche Einrichtung der Länder an der Humboldt-Universität zu Berlin e. V.,5,2024-05-03,2026-02-11,3,649
Website design / redesign,WEB_DIGITAL,United Kingdom,United Kingdom,buy_8fe9ae912735c572e6b5,Care Quality Commission,5,2023-09-07,2026-02-09,3,886
Document digitization / scanning,DATA_ADMIN,Quebec,Canada - Quebec,buy_c25f154ab51e6f04a4cb,Ville de Montréal - Service de l'approvisionnement,5,2023-08-07,2026-02-09,3,917
Social media content production,CONTENT_DESIGN,TED,FIN,buy_b25d30d271157ab27322,Business Finland Oy,5,2024-04-18,2026-02-06,3,659
Social media content production,CONTENT_DESIGN,Belgium,BE,buy_f02379ecf4c4a87d544d8085,Agence Wallonne pour la Promotion d'une Agriculture de Qualité,5,2024-03-25,2026-02-06,3,683
Transcription / minutes,VIDEO_AUDIO,United Kingdom,United Kingdom,buy_2da6bd0a729eb81d504b,British Council,5,2025-02-28,2026-02-02,2,339
Website design / redesign,WEB_DIGITAL,TED,FIN,buy_21d608cefc7ad1917578,HUS-yhtymä,5,2024-02-16,2026-01-29,3,713
Document digitization / scanning,DATA_ADMIN,TenderNed,Netherlands,buy_70179086e4e4aa95f063,Erasmus MC,5,2024-03-19,2026-01-28,3,680
Graphic design / layout,CONTENT_DESIGN,France,France,buy_ec5f25b98dae796b3b2f,Département de l'Isère,5,2024-08-01,2026-01-27,3,544
Signage / wayfinding / vinyl,PRINT_BROKERAGE,Belgium,BE,buy_6f3c03113f26718de5390048,"La Joie du Foyer, scrl",5,2025-01-16,2026-01-23,2,372
Brochure / flyer / poster printing,PRINT_BROKERAGE,France,France,buy_49b585c1dbdc038138f0,Ville De Montpellier,5,2024-07-10,2026-01-21,3,560
Transcription / minutes,VIDEO_AUDIO,Canada federal,Canada,buy_1e1f064400f058822d1c,Correctional Service of Canada (CSC),5,2025-07-28,2026-01-21,2,177
CMS development / migration,WEB_DIGITAL,Belgium,BE,buy_f724597795412f411a8f60a4,Universiteit Antwerpen,5,2024-07-29,2026-01-21,2,541
Brochure / flyer / poster printing,PRINT_BROKERAGE,France,France,buy_01a2fc361b9903a44ba2,EPPDCSI - UNIVERSCIENCE Etablissement public à caractère industriel et commercial créé par décret interministériel du 3 décembre 2009,5,2024-04-08,2026-01-18,3,650
Copywriting / editorial content,CONTENT_DESIGN,Belgium,BE,buy_dc6a792ca7ffd1f3e70ea24c,Immobilière Publique Peruwelz-Leuze-Frasnes - Service Marchés Publics,5,2023-10-11,2026-01-15,4,827
Signage / wayfinding / vinyl,PRINT_BROKERAGE,Belgium,BE,buy_e255793d37270b7a42390f92,Commune de Dour,5,2024-08-30,2026-01-14,3,502
Website design / redesign,WEB_DIGITAL,TenderNed,Netherlands,buy_6cc3d2bd52f3bad2523a,"Ministerie van Defensie, Commando Materieel en IT, Afdeling Inkoop IT",5,2023-08-24,2026-01-14,3,874
Signage / wayfinding / vinyl,PRINT_BROKERAGE,Belgium,BE,buy_e8f4b81efe71008f2df8ca06,Notre Maison,5,2025-08-29,2026-01-13,2,137
Brochure / flyer / poster printing,PRINT_BROKERAGE,France,France,buy_defd7d46a2faa5157ed6,Musée des Impressionnismes Giverny,5,2025-03-02,2026-01-07,2,311
Document digitization / scanning,DATA_ADMIN,United Kingdom,United Kingdom,buy_c781c0a6fcca7357c66b,University Hospitals Birmingham NHS Foundation Trust,5,2025-08-29,2026-01-06,2,130
Brochure / flyer / poster printing,PRINT_BROKERAGE,Belgium,BE,buy_1b32c935889ee353620d9ba9,Schaerbeek,5,2024-07-12,2025-12-30,2,536
Document digitization / scanning,DATA_ADMIN,France,France,buy_02a7a8aefe14c3e69afc,REGION DES PAYS DE LA LOIRE,5,2025-03-19,2025-12-20,1,276
Document digitization / scanning,DATA_ADMIN,Germany,Germany,buy_6763f078cf59e577cc12,"Universitätsklinikum Essen, AöR",5,2023-12-18,2025-12-19,3,732
Transcription / minutes,VIDEO_AUDIO,TED,HUN,buy_b01261b2534556cbe22a,Kisalföldi Agrárszakképzési Centrum,5,2024-01-08,2025-12-19,2,711
Website design / redesign,WEB_DIGITAL,United Kingdom,United Kingdom,buy_f33119fa255e3b2544d5,East Hertfordshire District Council,5,2023-11-21,2025-12-17,2,757
Brochure / flyer / poster printing,PRINT_BROKERAGE,France,France,buy_f79eabccdf37d366cc5c,Département du Var,5,2024-07-06,2025-12-17,2,529
Document digitization / scanning,DATA_ADMIN,Germany,Germany,buy_aa38794045acc564efa7,"Berliner Verkehrsbetriebe, Bereich Einkauf/ Materialwirtschaft",5,2024-04-03,2025-12-16,2,622
Workflow automation / RPA,AUTOMATION_SOFTWARE,United Kingdom,United Kingdom,buy_14682549ff2d73d44e6e,"Centre for Environment, Fisheries and Aquaculture Science",5,2024-10-18,2025-12-15,2,423
Website design / redesign,WEB_DIGITAL,United Kingdom,United Kingdom,buy_dd9635b72dca60fe77fe,Luton Council,5,2025-09-05,2025-12-12,1,98
Small IT equipment supply,PROCUREMENT_BROKERAGE,TED,HUN,buy_4dbcee8ea83a1cc14d78,Encsi Területi Egészségügyi Központ,5,2025-03-05,2025-12-10,1,280
Brochure / flyer / poster printing,PRINT_BROKERAGE,France,France,buy_71f36ff29724783b41d8,Ville de Sevran,5,2024-03-10,2025-11-28,2,628
Document digitization / scanning,DATA_ADMIN,Germany,Germany,buy_090a6b20dbba997cfa6a,Kreis Gütersloh,5,2024-12-09,2025-11-26,2,352
Workflow automation / RPA,AUTOMATION_SOFTWARE,TED,ITA,buy_811f3d14bc58dffafbdd,RETE FERROVIARIA ITALIANA S.P.A.,5,2024-11-05,2025-11-26,2,386
Small IT equipment supply,PROCUREMENT_BROKERAGE,France,France,buy_7eb9fc04f589036e5826,Ville d'Antibes (06),5,2024-11-07,2025-11-19,2,377
Brochure / flyer / poster printing,PRINT_BROKERAGE,United Kingdom,United Kingdom,buy_d5150537e07d172a8669,Scottish Qualifications Authority,5,2024-03-26,2025-11-12,2,596
Website design / redesign,WEB_DIGITAL,Germany,Germany,buy_7627c25f30e23edfb6a4,"Bundesrepublik Deutschland, vertreten durch das Bundesministerium des Innern, vertreten durch das Beschaffungsamt des BMI",5,2025-08-29,2025-11-12,1,75
Transcription / minutes,VIDEO_AUDIO,United Kingdom,United Kingdom,buy_4832ef60260d29bf326a,Department for Transport,5,2023-09-13,2025-11-11,2,790
Illustration / infographics,CONTENT_DESIGN,TED,ITA,buy_811f3d14bc58dffafbdd,European Food Safety Authority,5,2024-01-26,2025-11-10,2,654
Simple API / software integration,AUTOMATION_SOFTWARE,TED,MKD,buy_5ed803fae1f670fc4749,Ministry of Digital Transformation of North Macedonia,5,2023-12-04,2025-11-09,2,706
Brochure / flyer / poster printing,PRINT_BROKERAGE,France,France,buy_b3b6a8aa4228c07aca80,Conseil Départemental du Cher,5,2023-09-11,2025-11-07,3,788
Web accessibility remediation,WEB_DIGITAL,TED,SWE,buy_3d59e3bbb5e2f64301ba,Inera AB,5,2024-05-02,2025-10-30,2,546
Brochure / flyer / poster printing,PRINT_BROKERAGE,Ireland,Ireland,buy_ab1b0fede3238b088193,Financial Services and Pensions Ombudsman,5,2024-09-04,2025-10-27,2,418
Copywriting / editorial content,CONTENT_DESIGN,France,France,buy_97eadb1634db6ab94c90,Ville de Lyon,5,2023-12-26,2025-10-17,3,661
Website design / redesign,WEB_DIGITAL,United Kingdom,United Kingdom,buy_db980cbf50935ce2360f,Northumberland National Park Authority,5,2025-03-24,2025-10-17,1,207
Document digitization / scanning,DATA_ADMIN,Quebec,Canada - Quebec,buy_295d2ba277955b4ca6d1,Université McGill,5,2024-07-08,2025-10-17,2,466
Brochure / flyer / poster printing,PRINT_BROKERAGE,Quebec,Canada - Quebec,buy_222ef02dd5db3c1d6ad6,Ville de Saguenay,5,2024-10-25,2025-10-17,2,357
Brochure / flyer / poster printing,PRINT_BROKERAGE,Quebec,Canada - Quebec,buy_462fa93121ac76cb17fc,Ville de Boucherville,5,2023-09-26,2025-10-10,3,745
Brochure / flyer / poster printing,PRINT_BROKERAGE,France,France,buy_29de0f14400a681ed9b5,Conseil Départemental Haute-Vienne,5,2024-01-02,2025-10-10,2,647
Graphic design / layout,CONTENT_DESIGN,Belgium,BE,buy_5387edaedf88729472c7f55b,AGB Erfgoed,5,2024-03-14,2025-10-08,2,573
Signage / wayfinding / vinyl,PRINT_BROKERAGE,France,France,buy_a9c5843e6693d3ae11c1,SDEC Energie,5,2023-10-20,2025-10-04,3,715
Brochure / flyer / poster printing,PRINT_BROKERAGE,Germany,Germany,buy_aa38794045acc564efa7,"Berliner Verkehrsbetriebe, Bereich Einkauf/ Materialwirtschaft",5,2024-07-01,2025-09-30,2,456
Brochure / flyer / poster printing,PRINT_BROKERAGE,Belgium,BE,buy_235299efbc558161c81c9854,Chaudfontaine,5,2024-04-16,2025-09-25,2,527
Transcription / minutes,VIDEO_AUDIO,France,France,buy_0b217abeaec94452f06b,Bordeaux Métropole,5,2024-04-17,2025-09-18,2,519
Brochure / flyer / poster printing,PRINT_BROKERAGE,France,France,buy_fdb8d7654994c25763ea,GRANDLYON Métropole,5,2024-10-13,2025-09-11,2,333
